short_description,raw_path
Whether community members have access to a primary care physician and the means to pay for care..,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_job_participation_index.csv.xz
A measure of the economic opportunities available within a community.,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_2022_economic_opportunity_profile.csv
The amount of population turnover within a community.,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_pop_churning_index.csv.xz
Whether community members have access to a primary care physician and the means to pay for care..,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_pop_churning_index.csv.xz
A measure of the consumer resources available within a community.,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_consumer_opportunity_profile.csv.xz
Whether community members have access to a primary care physician and the means to pay for care..,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_consumer_opportunity_profile.csv.xz
A measure of the disparate access to health services within a community.,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_wellness_diparity_profile.csv.xz
Whether community members have access to a primary care physician and the means to pay for care..,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_wellness_diparity_profile.csv.xz
"Based on the Towsend Material Deprivation Index, it examines the private material resources available to households in a community.",https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_material_deprivation_index.csv.xz
Whether community members have access to a primary care physician and the means to pay for care..,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_material_deprivation_index.csv.xz
A group of indicators that provide broad insight into the overall opportunity Virginians have to live long and healthy lives.,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_2022_health_opportunity_profile.csv
A measure of the number of jobs accessible to members of the community.,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_employment_accessibility_index.csv.xz
Whether community members have access to a primary care physician and the means to pay for care..,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_employment_accessibility_index.csv.xz
The average number of years of schooling among adults in the community.,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_education_index.csv.xz
Whether community members have access to a primary care physician and the means to pay for care..,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_education_index.csv.xz
A group of indicators that provide broad insight into the overall opportunity Virginians have to live long and healthy lives.,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_health_opportunity_profile.csv.xz
Whether community members have access to a primary care physician and the means to pay for care..,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_health_opportunity_profile.csv.xz
"Includes EPA measures of pollution, including on-road, non-road and non-point pollution, and EPA measures of neurological, cancer and respiration risk..",https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_air_quality_index.csv.xz
Whether community members have access to a primary care physician and the means to pay for care..,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_air_quality_index.csv.xz
"The Gini Index, a common measure of income inequality.",https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_income_inequality_index.csv.xz
Whether community members have access to a primary care physician and the means to pay for care..,https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_income_inequality_index.csv.xz
The Fair Market Rent (FMR) is the 40th percentile of rents.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost/Rent/data/distribution/va_cttr_hud_2022_housing_cost.csv.xz
The Fair Market Rent (FMR) is the 40th percentile of rents.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost/Rent/data/distribution/va_cttr_hud_2022_housing_cost.csv.xz
The Fair Market Rent (FMR) is the 40th percentile of rents.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost/Rent/data/distribution/va_cttr_hud_2022_housing_cost.csv.xz
The Fair Market Rent (FMR) is the 40th percentile of rents.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost/Rent/data/distribution/va_cttr_hud_2022_housing_cost.csv.xz
The Fair Market Rent (FMR) is the 40th percentile of rents.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost/Rent/data/distribution/va_cttr_hud_2022_housing_cost.csv.xz
The Fair Market Rent (FMR) is the 40th percentile of rents.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost/Rent/data/distribution/ncr_cttr_hud_2022_housing_cost.csv.xz
The Fair Market Rent (FMR) is the 40th percentile of rents.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost/Rent/data/distribution/ncr_cttr_hud_2022_housing_cost.csv.xz
The Fair Market Rent (FMR) is the 40th percentile of rents.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost/Rent/data/distribution/ncr_cttr_hud_2022_housing_cost.csv.xz
The Fair Market Rent (FMR) is the 40th percentile of rents.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost/Rent/data/distribution/ncr_cttr_hud_2022_housing_cost.csv.xz
The Fair Market Rent (FMR) is the 40th percentile of rents.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost/Rent/data/distribution/ncr_cttr_hud_2022_housing_cost.csv.xz
The number of owner-occupied households whose mortgage payments are 30% or more of their household income.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_ct_acs_2014_2019_cost_burdened_hhs.csv
The number of renter-occupied households.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_ct_acs_2014_2019_cost_burdened_hhs.csv
The number of owner-occupied households with a mortgage.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_ct_acs_2014_2019_cost_burdened_hhs.csv
tot_above30,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_ct_acs_2014_2019_cost_burdened_hhs.csv
The number of households whose gross rent is 30% or more of their household income.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_ct_acs_2014_2019_cost_burdened_hhs.csv
owners,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_ct_acs_2014_2019_cost_burdened_hhs.csv
tot_units,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_ct_acs_2014_2019_cost_burdened_hhs.csv
The percentage of households whose mortgage payments or rent account for 30% or more of their household income.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_ct_acs_2014_2019_cost_burdened_hhs.csv
The number of owner-occupied households whose mortgage payments are 30% or more of their household income.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_tr_acs_2014_2019_cost_burdened_hhs.csv
The number of renter-occupied households.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_tr_acs_2014_2019_cost_burdened_hhs.csv
The number of owner-occupied households with a mortgage.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_tr_acs_2014_2019_cost_burdened_hhs.csv
tot_above30,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_tr_acs_2014_2019_cost_burdened_hhs.csv
The number of households whose gross rent is 30% or more of their household income.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_tr_acs_2014_2019_cost_burdened_hhs.csv
owners,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_tr_acs_2014_2019_cost_burdened_hhs.csv
tot_units,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_tr_acs_2014_2019_cost_burdened_hhs.csv
The percentage of households whose mortgage payments or rent account for 30% or more of their household income.,https://github.com/uva-bi-sdad/sdc.housing/raw/main/Cost-burdened%20HHs/data/distribution/ncr_tr_acs_2014_2019_cost_burdened_hhs.csv
The percentage of individuals 16-64 years of age in the active labor force.,https://github.com/uva-bi-sdad/sdc.financial_well_being/raw/main/Employment/data/distribution/va_cttr_2015_2021_job_participate_rate.csv
The percentage of individuals 16-64 years of age in the active labor force.,https://github.com/uva-bi-sdad/sdc.financial_well_being/raw/main/Employment/data/distribution/ncr_cttr_2015_2021_job_participate_rate.csv
Population self-reported as employed as a percentage of total civilian workforce population.,https://github.com/uva-bi-sdad/sdc.financial_well_being/raw/main/Employment/data/distribution/ncr_cttr_2015_2021_employment_rate.csv
Population self-reported as employed as a percentage of total civilian workforce population.,https://github.com/uva-bi-sdad/sdc.financial_well_being/raw/main/Employment/data/distribution/va_cttr_2015_2021_employment_rate.csv
The Gini Index is a summary measure of income inequality.,https://github.com/uva-bi-sdad/sdc.financial_well_being/raw/main/Pay%20and Benefits/Income Inequality/data/distribution/va_cttr_2015_2021_income_inequality_gini_index.csv
The Gini Index is a summary measure of income inequality.,https://github.com/uva-bi-sdad/sdc.financial_well_being/raw/main/Pay%20and Benefits/Income Inequality/data/distribution/ncr_cttr_2015_2021_income_inequality_gini_index.csv
tot_employment,https://github.com/uva-bi-sdad/sdc.financial_well_being/raw/main/Pay%20and Benefits/Personal Income/data/distribution/va_ct_bea_2015_2020_earnings_per_job.csv.xz
tot_compensation,https://github.com/uva-bi-sdad/sdc.financial_well_being/raw/main/Pay%20and Benefits/Personal Income/data/distribution/va_ct_bea_2015_2020_earnings_per_job.csv.xz
Average of earnings per job.,https://github.com/uva-bi-sdad/sdc.financial_well_being/raw/main/Pay%20and Benefits/Personal Income/data/distribution/va_ct_bea_2015_2020_earnings_per_job.csv.xz
Education Index (Average Years of Schooling),https://github.com/uva-bi-sdad/sdc.education/raw/main/Years%20of Schooling/data/distribution/va_tr_acs5_2017_2021_years_of_schooling.csv
Education Index (Average Years of Schooling),https://github.com/uva-bi-sdad/sdc.education/raw/main/Years%20of Schooling/data/distribution/ncr_tr_acs5_2017_2021_years_of_schooling.csv
"Count of proposed or listed NPL - also known as superfund - sites within 5 km (or nearest one beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Count of vehicles (avg. annual daily traffic) at major roads within 500 meters, divided by distance in meters.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"PM 2.5 levels in air, µg/m3 annual average",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
Ozone summer seasonal average of daily maximum 8-hour concentration in air in parts per billion,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Number of occupied of housing units built pre-1960, as an indicator of potential lead paint exposure",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Count of RMP facilities (facilities that use extremely hazardous substances) within 5 km (or nearest one beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"The number of LUSTs (multiplied by a factor of 7.7) and the number of USTs within a 1,500-foot buffered block group",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Risk-Screening Environmental Indicator (RSEI) modeled toxic concentrations at stream segments within 500 meters, divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"The number of LUSTs (multiplied by a factor of 7.7) and the number of USTs within a 1,500-foot buffered block group",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Count of vehicles (avg. annual daily traffic) at major roads within 500 meters, divided by distance in meters.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
Ozone summer seasonal average of daily maximum 8-hour concentration in air in parts per billion,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
Lifetime cancer risk from inhalation of air toxics,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Count of proposed or listed NPL - also known as superfund - sites within 5 km (or nearest one beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Diesel Particulate Matter level in air, µg/m3",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
Ozone summer seasonal average of daily maximum 8-hour concentration in air in parts per billion,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Count of RMP facilities (facilities that use extremely hazardous substances) within 5 km (or nearest one beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Diesel particulate matter level in air, µg/m3",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"PM 2.5 levels in air, µg/m3 annual average",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Risk-Screening Environmental Indicator (RSEI) modeled toxic concentrations at stream segments within 500 meters, divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Percentage of occupied housing units built pre-1960, as indicator of potential lead paint exposure",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Count of hazardous waste facilities (TSDFs and LQGs) within 5 km (or nearest beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Number of occupied of housing units built pre-1960, as an indicator of potential lead paint exposure",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
Ratio of exposure concentration to health-based reference concentration,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Count of hazardous waste facilities (TSDFs and LQGs) within 5 km (or nearest beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_bg_epa_2022_environmental_justice_screen.csv
"Count of proposed or listed NPL - also known as superfund - sites within 5 km (or nearest one beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Count of vehicles (avg. annual daily traffic) at major roads within 500 meters, divided by distance in meters.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"PM 2.5 levels in air, µg/m3 annual average",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
Ozone summer seasonal average of daily maximum 8-hour concentration in air in parts per billion,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Number of occupied of housing units built pre-1960, as an indicator of potential lead paint exposure",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Count of RMP facilities (facilities that use extremely hazardous substances) within 5 km (or nearest one beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"The number of LUSTs (multiplied by a factor of 7.7) and the number of USTs within a 1,500-foot buffered block group",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Risk-Screening Environmental Indicator (RSEI) modeled toxic concentrations at stream segments within 500 meters, divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"The number of LUSTs (multiplied by a factor of 7.7) and the number of USTs within a 1,500-foot buffered block group",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Count of vehicles (avg. annual daily traffic) at major roads within 500 meters, divided by distance in meters.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
Ozone summer seasonal average of daily maximum 8-hour concentration in air in parts per billion,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
Lifetime cancer risk from inhalation of air toxics,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Count of proposed or listed NPL - also known as superfund - sites within 5 km (or nearest one beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Diesel Particulate Matter level in air, µg/m3",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
Ozone summer seasonal average of daily maximum 8-hour concentration in air in parts per billion,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Count of RMP facilities (facilities that use extremely hazardous substances) within 5 km (or nearest one beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Diesel particulate matter level in air, µg/m3",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"PM 2.5 levels in air, µg/m3 annual average",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Risk-Screening Environmental Indicator (RSEI) modeled toxic concentrations at stream segments within 500 meters, divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Percentage of occupied housing units built pre-1960, as indicator of potential lead paint exposure",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Count of hazardous waste facilities (TSDFs and LQGs) within 5 km (or nearest beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Number of occupied of housing units built pre-1960, as an indicator of potential lead paint exposure",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
Ratio of exposure concentration to health-based reference concentration,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"Count of hazardous waste facilities (TSDFs and LQGs) within 5 km (or nearest beyond 5 km), each divided by distance in kilometers",https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
D_PTRAF_2.1,https://github.com/uva-bi-sdad/sdc.environment/raw/main/environmental_justice/data/distribution/ncr_tr_epa_2022_environmental_justice_screen.csv
"The ice storm risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from an ice storm.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The earthquake risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from an earthquake.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The hail risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from hail.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The hurricane risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from a hurricane.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The tsunami risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from a tsunami.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The strong wind risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from strong winds.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The wildfire risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from a wildfire.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The lightning risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from lightning.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The volcanic activity risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from volcanic activity.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The winter weather risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from winter weather.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The coastal flooding risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from a coastal flood.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The riverine flood risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from riverine flood.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The heatwave risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from a heatwave.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
"The avalanche risk index score is a unitless index (0 minimum risk, 100 maximum risk) calculated to measure a community’s risk from an avalanche.",https://github.com/uva-bi-sdad/sdc.environment/raw/main/climate_change/data/distribution/ncr_tr_fema_2019_natural_hazards_risk_scores.csv
