"measure","path","repos","pattern","raw_path"
"primcare_2sfca","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv"
"primcare_near_10_mean","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv"
"primcare_cnt","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv"
"primcare_3sfca","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv"
"primcare_e2sfca","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv"
"primcare_pop_cnt","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_primcare.csv"
"primcare_near_10_median","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv"
"primcare_2sfca","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv"
"primcare_near_10_mean","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv"
"primcare_cnt","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv"
"primcare_3sfca","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv"
"primcare_e2sfca","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv"
"primcare_pop_cnt","Health Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Primary Care/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_acccess_scores_primcare.csv"
"obgyn_3sfca","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv"
"obgyn_pop_cnt","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv"
"obgyn_e2sfca","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv"
"obgyn_2sfca","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv"
"obgyn_cnt","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv"
"obgyn_near_10_mean","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv"
"obgyn_near_10_median","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_obgyn.csv"
"obgyn_3sfca","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv"
"obgyn_pop_cnt","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv"
"obgyn_e2sfca","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv"
"obgyn_2sfca","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv"
"obgyn_cnt","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv"
"obgyn_near_10_mean","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv"
"obgyn_near_10_median","Health Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/OB-GYN/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_obgyn.csv"
"ped_2sfca","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv"
"ped_e2sfca","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv"
"ped_cnt","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv"
"ped_near_10_mean","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv"
"ped_3sfca","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv"
"ped_near_10_median","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv"
"ped_pop_cnt","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/va_hdcttrbgca_webmd_2021_access_scores_pediatrics.csv"
"ped_2sfca","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv"
"ped_e2sfca","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv"
"ped_cnt","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv"
"ped_near_10_mean","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv"
"ped_3sfca","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv"
"ped_near_10_median","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv"
"ped_pop_cnt","Health Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Health%20Care Services/Physicians/Pediatric/Service Access Scores/data/distribution/ncr_cttrbg_webmd_2021_access_scores_pediatrics.csv"
"num_post_hs_edu","Population Health/Health Literacy/data/distribution/ncr_cttr_acs_2010_2019_post_hs_education.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Literacy/data/distribution/ncr_cttr_acs_2010_2019_post_hs_education.csv.xz"
"perc_post_hs_edu","Population Health/Health Literacy/data/distribution/ncr_cttr_acs_2010_2019_post_hs_education.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Literacy/data/distribution/ncr_cttr_acs_2010_2019_post_hs_education.csv.xz"
"health_literacy_estimate","Population Health/Health Literacy/data/distribution/va_hccttr_sdad_2019_health_literacy_estimates.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Literacy/data/distribution/va_hccttr_sdad_2019_health_literacy_estimates.csv.xz"
"num_post_hs_edu","Population Health/Health Literacy/data/distribution/va_hdcttr_acs_2015_2019_post_hs_education.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Literacy/data/distribution/va_hdcttr_acs_2015_2019_post_hs_education.csv.xz"
"perc_post_hs_edu","Population Health/Health Literacy/data/distribution/va_hdcttr_acs_2015_2019_post_hs_education.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Literacy/data/distribution/va_hdcttr_acs_2015_2019_post_hs_education.csv.xz"
"num_post_hs_edu","Population Health/Health Literacy/data/distribution/va_hdcttr_acs_2010_2019_post_hs_education.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Literacy/data/distribution/va_hdcttr_acs_2010_2019_post_hs_education.csv.xz"
"perc_post_hs_edu","Population Health/Health Literacy/data/distribution/va_hdcttr_acs_2010_2019_post_hs_education.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Literacy/data/distribution/va_hdcttr_acs_2010_2019_post_hs_education.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_access_to_care_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_access_to_care_index.csv.xz"
"walkability_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_walkability_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_walkability_index.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_walkability_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_walkability_index.csv.xz"
"food_accessibility_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_food_accessibility_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_food_accessibility_index.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_food_accessibility_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_food_accessibility_index.csv.xz"
"affordability_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_affordability_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_affordability_index.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_affordability_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_affordability_index.csv.xz"
"segregation_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_segregation_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_segregation_index.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_segregation_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_segregation_index.csv.xz"
"pop_density_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_pop_density_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_pop_density_index.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_pop_density_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_pop_density_index.csv.xz"
"community_environment_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_community_environmental_profile.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_community_environmental_profile.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_community_environmental_profile.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_community_environmental_profile.csv.xz"
"job_participation_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_job_participation_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_job_participation_index.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_job_participation_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_job_participation_index.csv.xz"
"economic_opportunity_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_2022_economic_opportunity_profile.csv","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_2022_economic_opportunity_profile.csv"
"pop_churning_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_pop_churning_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_pop_churning_index.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_pop_churning_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_pop_churning_index.csv.xz"
"consumer_opportunity_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_consumer_opportunity_profile.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_consumer_opportunity_profile.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_consumer_opportunity_profile.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_consumer_opportunity_profile.csv.xz"
"wellness_disparity_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_wellness_diparity_profile.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_wellness_diparity_profile.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_wellness_diparity_profile.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_wellness_diparity_profile.csv.xz"
"material_deprivation_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_material_deprivation_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_material_deprivation_index.csv.xz"
"access_care_indicator","Population Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_material_deprivation_index.csv.xz","sdc.health","/home/runner/work/sdc.all_dev/sdc.all_dev/data/sdc.health","https://github.com/uva-bi-sdad/sdc.health/raw/main/Population%20Health/Health Opportunity Index/data/distribution/va_cttr_vdh_2017_material_deprivation_index.csv.xz"
